AGE,YOJ,INCOME,TRAVTIME,CAR_USE,BLUEBOOK,CAR_TYPE,RED_CAR,MVR_PTS,CAR_AGE,URBANICITY,RISK_VALUE
31.0,13.0,40008.0,47,Commercial,16820.0,Van,no,5,1.0,Highly Urban/ Urban,5
32.0,13.0,34368.0,48,Private,7640.0,Sports Car,no,2,1.0,Highly Urban/ Urban,5
37.0,15.0,75111.0,38,Private,18580.0,Minivan,no,0,16.0,Highly Urban/ Urban,6
59.0,13.0,61159.0,37,Commercial,19210.0,Van,yes,9,13.0,Highly Urban/ Urban,7
47.0,12.0,188778.0,29,Private,10680.0,Pickup,no,0,13.0,Highly Urban/ Urban,5
55.0,10.0,109900.0,7,Private,9500.0,SUV,no,0,13.0,Highly Urban/ Urban,5
48.0,12.0,37634.0,19,Private,14200.0,Minivan,no,1,1.0,Highly Urban/ Urban,4
52.0,3.0,59233.0,56,Private,17450.0,Van,yes,5,9.0,Highly Urban/ Urban,8
43.0,10.0,98771.0,50,Commercial,30300.0,Panel Truck,yes,1,14.0,Highly Rural/ Rural,7
38.0,9.0,23221.0,36,Commercial,5300.0,Pickup,yes,2,1.0,Highly Rural/ Rural,5
65.0,9.0,26123.0,55,Private,10610.0,SUV,no,0,23.0,Highly Urban/ Urban,8
44.0,11.0,33056.0,51,Private,19120.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
52.0,13.0,36332.0,42,Commercial,27710.0,Panel Truck,yes,6,1.0,Highly Urban/ Urban,7
44.0,0.0,0.0,16,Private,13240.0,Minivan,yes,0,6.0,Highly Urban/ Urban,6
55.0,10.0,41455.0,24,Commercial,18080.0,SUV,no,0,8.0,Highly Rural/ Rural,6
47.0,10.0,38027.0,40,Commercial,6300.0,Pickup,yes,5,1.0,Highly Urban/ Urban,7
35.0,0.0,0.0,5,Commercial,8920.0,SUV,no,3,5.0,Highly Urban/ Urban,4
30.0,0.0,0.0,32,Commercial,5080.0,Pickup,yes,2,6.0,Highly Urban/ Urban,6
49.0,14.0,28696.0,49,Commercial,5920.0,Pickup,yes,0,7.0,Highly Urban/ Urban,7
52.0,6.0,86498.0,49,Commercial,17360.0,Pickup,no,2,14.0,Highly Urban/ Urban,6
37.0,11.0,23338.0,24,Private,7530.0,Sports Car,no,0,5.0,Highly Urban/ Urban,4
59.0,14.0,107938.0,22,Private,18550.0,SUV,no,0,4.0,Highly Urban/ Urban,6
32.0,12.0,13847.0,44,Private,6080.0,SUV,no,0,10.0,Highly Urban/ Urban,4
35.0,15.0,25647.0,36,Private,10710.0,Pickup,yes,2,6.0,Highly Urban/ Urban,6
33.0,16.0,9002.0,19,Commercial,4700.0,SUV,no,1,1.0,Highly Urban/ Urban,4
45.0,14.0,4430.0,45,Private,6440.0,SUV,no,1,10.0,Highly Rural/ Rural,4
54.0,11.0,66100.0,37,Commercial,27270.0,SUV,no,6,7.0,Highly Urban/ Urban,8
63.0,13.0,74789.0,37,Private,15280.0,SUV,no,8,19.0,Highly Urban/ Urban,9
45.0,13.0,67803.0,12,Private,5330.0,SUV,no,2,1.0,Highly Urban/ Urban,5
46.0,13.0,65075.0,33,Private,12610.0,SUV,no,5,11.0,Highly Urban/ Urban,5
56.0,0.0,0.0,42,Private,7100.0,SUV,no,6,9.0,Highly Urban/ Urban,7
59.0,0.0,0.0,17,Private,9940.0,SUV,no,0,9.0,Highly Urban/ Urban,6
43.0,10.0,125575.0,21,Private,17430.0,Minivan,no,1,13.0,Highly Urban/ Urban,5
44.0,9.0,17049.0,9,Private,29160.0,Minivan,no,3,7.0,Highly Urban/ Urban,6
66.0,15.0,74260.0,31,Private,15530.0,SUV,no,0,11.0,Highly Urban/ Urban,6
37.0,12.0,64563.0,24,Commercial,7960.0,Pickup,no,0,12.0,Highly Urban/ Urban,4
46.0,12.0,35018.0,28,Private,28470.0,Pickup,no,3,1.0,Highly Urban/ Urban,5
42.0,10.0,21670.0,27,Private,9800.0,SUV,no,6,1.0,Highly Urban/ Urban,5
66.0,14.0,45876.0,30,Private,18880.0,Sports Car,no,7,1.0,Highly Urban/ Urban,7
49.0,13.0,32589.0,56,Private,17380.0,SUV,no,0,4.0,Highly Urban/ Urban,5
38.0,0.0,0.0,60,Private,5300.0,Sports Car,no,0,4.0,Highly Urban/ Urban,5
49.0,13.0,74109.0,21,Commercial,8910.0,Pickup,yes,0,9.0,Highly Urban/ Urban,7
27.0,9.0,8408.0,45,Private,19900.0,Van,no,3,6.0,Highly Urban/ Urban,6
46.0,6.0,106711.0,26,Commercial,12630.0,SUV,no,0,10.0,Highly Urban/ Urban,6
39.0,14.0,167127.0,25,Private,20910.0,Minivan,yes,1,13.0,Highly Urban/ Urban,5
45.0,5.0,89531.0,26,Commercial,30300.0,Pickup,no,6,8.0,Highly Urban/ Urban,9
59.0,11.0,65456.0,35,Private,17890.0,Van,no,0,7.0,Highly Urban/ Urban,6
38.0,12.0,20299.0,18,Private,28850.0,Sports Car,no,0,1.0,Highly Urban/ Urban,5
44.0,13.0,10627.0,17,Commercial,6960.0,Pickup,no,0,10.0,Highly Rural/ Rural,4
49.0,5.0,174804.0,59,Commercial,18980.0,Van,no,5,1.0,Highly Urban/ Urban,8
40.0,17.0,27204.0,66,Private,10700.0,Minivan,no,1,1.0,Highly Rural/ Rural,4
46.0,12.0,82398.0,44,Private,20510.0,Minivan,yes,0,4.0,Highly Urban/ Urban,6
39.0,0.0,0.0,20,Private,6670.0,SUV,no,5,10.0,Highly Urban/ Urban,4
50.0,10.0,114135.0,56,Private,25790.0,Pickup,no,2,14.0,Highly Urban/ Urban,6
46.0,11.0,71667.0,53,Private,15340.0,SUV,no,0,12.0,Highly Urban/ Urban,5
40.0,14.0,0.0,33,Private,24160.0,Minivan,no,0,15.0,Highly Rural/ Rural,3
37.0,16.0,74246.0,40,Commercial,11940.0,Minivan,no,2,14.0,Highly Urban/ Urban,5
55.0,15.0,67140.0,72,Commercial,21130.0,Minivan,no,0,12.0,Highly Rural/ Rural,5
40.0,14.0,0.0,33,Private,7530.0,Minivan,yes,0,1.0,Highly Rural/ Rural,3
46.0,13.0,23863.0,44,Private,11320.0,Pickup,yes,4,18.0,Highly Urban/ Urban,8
41.0,12.0,178019.0,28,Commercial,26740.0,Panel Truck,yes,0,8.0,Highly Urban/ Urban,8
26.0,12.0,21276.0,17,Private,13420.0,Minivan,no,0,4.0,Highly Urban/ Urban,4
43.0,14.0,29922.0,40,Private,12140.0,Pickup,yes,1,1.0,Highly Urban/ Urban,6
34.0,14.0,113195.0,57,Private,4900.0,Sports Car,no,0,16.0,Highly Urban/ Urban,7
42.0,10.0,47836.0,34,Private,6280.0,SUV,no,3,9.0,Highly Urban/ Urban,6
54.0,14.0,80227.0,23,Private,14920.0,SUV,no,2,11.0,Highly Urban/ Urban,5
46.0,7.0,76216.0,56,Commercial,29700.0,Pickup,no,1,19.0,Highly Urban/ Urban,8
44.0,0.0,0.0,39,Private,5900.0,SUV,no,3,1.0,Highly Urban/ Urban,5
51.0,12.0,27030.0,30,Private,16570.0,Van,yes,1,1.0,Highly Urban/ Urban,5
58.0,15.0,0.0,32,Commercial,26790.0,Pickup,no,0,18.0,Highly Rural/ Rural,7
56.0,15.0,160200.0,38,Private,11420.0,Minivan,yes,1,11.0,Highly Rural/ Rural,6
40.0,11.0,53899.0,16,Commercial,14080.0,SUV,no,1,1.0,Highly Urban/ Urban,5
54.0,15.0,88233.0,27,Private,20610.0,Van,yes,0,15.0,Highly Urban/ Urban,5
38.0,10.0,26006.0,42,Commercial,5300.0,Pickup,no,0,8.0,Highly Urban/ Urban,6
41.0,10.0,132114.0,33,Commercial,18810.0,Van,no,5,13.0,Highly Urban/ Urban,6
45.0,13.0,117609.0,5,Private,17760.0,Van,yes,0,23.0,Highly Urban/ Urban,7
33.0,12.0,30863.0,39,Commercial,4900.0,Pickup,yes,1,6.0,Highly Rural/ Rural,6
56.0,12.0,184068.0,31,Private,33080.0,Minivan,no,2,13.0,Highly Urban/ Urban,6
52.0,12.0,69741.0,21,Private,28700.0,Minivan,no,0,10.0,Highly Urban/ Urban,4
41.0,12.0,75080.0,37,Private,9010.0,SUV,no,4,3.0,Highly Urban/ Urban,6
46.0,10.0,76744.0,62,Private,15300.0,SUV,no,0,10.0,Highly Urban/ Urban,6
39.0,7.0,140469.0,8,Private,29170.0,Pickup,no,0,13.0,Highly Urban/ Urban,5
57.0,15.0,119961.0,25,Commercial,17120.0,Pickup,no,0,13.0,Highly Urban/ Urban,6
33.0,18.0,113498.0,28,Commercial,16150.0,SUV,no,5,5.0,Highly Urban/ Urban,6
60.0,16.0,112980.0,14,Commercial,27780.0,Minivan,yes,1,1.0,Highly Urban/ Urban,7
53.0,12.0,38720.0,29,Commercial,10670.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
47.0,14.0,71660.0,22,Private,13610.0,Minivan,no,0,18.0,Highly Urban/ Urban,6
52.0,12.0,125625.0,15,Private,20120.0,Minivan,no,4,10.0,Highly Urban/ Urban,5
36.0,11.0,0.0,48,Commercial,18700.0,Van,yes,3,6.0,Highly Urban/ Urban,6
46.0,7.0,43197.0,36,Private,14620.0,Minivan,no,0,7.0,Highly Urban/ Urban,6
43.0,11.0,26036.0,52,Private,8400.0,SUV,no,1,1.0,Highly Rural/ Rural,4
45.0,13.0,69852.0,10,Private,6000.0,SUV,no,0,8.0,Highly Urban/ Urban,6
44.0,9.0,20638.0,19,Private,3560.0,SUV,no,0,7.0,Highly Urban/ Urban,6
60.0,9.0,38504.0,49,Private,8690.0,SUV,no,3,9.0,Highly Urban/ Urban,7
54.0,15.0,52027.0,31,Commercial,6900.0,Pickup,no,0,4.0,Highly Rural/ Rural,5
39.0,7.0,9968.0,44,Private,5500.0,SUV,no,4,10.0,Highly Rural/ Rural,4
46.0,11.0,35214.0,35,Private,12230.0,Pickup,yes,0,9.0,Highly Rural/ Rural,6
48.0,9.0,88552.0,16,Private,15160.0,Minivan,no,1,10.0,Highly Urban/ Urban,5
36.0,9.0,3747.0,38,Commercial,5100.0,Sports Car,no,3,10.0,Highly Rural/ Rural,5
40.0,9.0,0.0,11,Private,9060.0,Pickup,yes,6,1.0,Highly Urban/ Urban,5
49.0,0.0,0.0,64,Private,2630.0,Minivan,yes,0,7.0,Highly Rural/ Rural,5
45.0,0.0,0.0,66,Commercial,24070.0,Panel Truck,no,1,1.0,Highly Rural/ Rural,5
50.0,12.0,29139.0,25,Private,9410.0,Pickup,yes,0,1.0,Highly Rural/ Rural,4
46.0,15.0,181918.0,42,Private,28030.0,Minivan,no,0,16.0,Highly Urban/ Urban,7
29.0,12.0,59254.0,50,Commercial,10130.0,Pickup,no,5,4.0,Highly Urban/ Urban,6
46.0,5.0,75983.0,21,Commercial,17510.0,Van,no,5,14.0,Highly Urban/ Urban,6
59.0,16.0,35192.0,30,Private,10920.0,SUV,no,0,3.0,Highly Rural/ Rural,5
42.0,11.0,75856.0,44,Commercial,14900.0,Minivan,yes,0,13.0,Highly Rural/ Rural,5
46.0,8.0,56388.0,35,Private,7140.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
34.0,12.0,27908.0,32,Private,1500.0,Minivan,yes,1,6.0,Highly Urban/ Urban,5
58.0,14.0,36927.0,29,Commercial,30410.0,Panel Truck,yes,0,8.0,Highly Rural/ Rural,7
40.0,0.0,0.0,28,Private,7120.0,Sports Car,no,3,6.0,Highly Rural/ Rural,5
53.0,13.0,189509.0,36,Private,27680.0,SUV,no,3,17.0,Highly Urban/ Urban,8
40.0,9.0,25505.0,40,Commercial,17330.0,SUV,no,1,10.0,Highly Urban/ Urban,5
38.0,5.0,30592.0,26,Commercial,14660.0,Minivan,no,0,1.0,Highly Urban/ Urban,5
40.0,15.0,30324.0,27,Private,11590.0,SUV,no,5,6.0,Highly Urban/ Urban,6
44.0,13.0,23276.0,18,Commercial,16000.0,Pickup,no,1,1.0,Highly Rural/ Rural,5
49.0,12.0,64446.0,19,Private,14690.0,Minivan,yes,1,1.0,Highly Rural/ Rural,5
42.0,11.0,4480.0,50,Private,1950.0,SUV,no,4,1.0,Highly Urban/ Urban,5
39.0,0.0,0.0,32,Private,9030.0,SUV,no,1,1.0,Highly Rural/ Rural,3
46.0,14.0,31834.0,68,Private,28190.0,SUV,no,0,1.0,Highly Urban/ Urban,5
50.0,13.0,26137.0,31,Commercial,23980.0,Pickup,no,2,10.0,Highly Rural/ Rural,4
32.0,0.0,0.0,44,Private,9830.0,SUV,no,7,9.0,Highly Urban/ Urban,6
43.0,0.0,0.0,25,Private,11750.0,Minivan,yes,0,1.0,Highly Urban/ Urban,5
48.0,12.0,92972.0,26,Private,28830.0,SUV,no,0,5.0,Highly Urban/ Urban,5
54.0,13.0,33791.0,63,Private,9730.0,Pickup,yes,5,1.0,Highly Urban/ Urban,6
49.0,7.0,87961.0,30,Private,20150.0,SUV,no,4,10.0,Highly Urban/ Urban,6
39.0,11.0,61793.0,26,Private,28290.0,Pickup,no,0,1.0,Highly Urban/ Urban,5
57.0,14.0,62894.0,38,Private,14870.0,Minivan,yes,7,11.0,Highly Urban/ Urban,7
46.0,0.0,0.0,15,Commercial,32280.0,Panel Truck,yes,2,1.0,Highly Rural/ Rural,6
50.0,13.0,63799.0,43,Private,16050.0,Minivan,yes,3,1.0,Highly Urban/ Urban,6
41.0,12.0,16108.0,34,Commercial,25010.0,SUV,no,0,9.0,Highly Urban/ Urban,6
50.0,14.0,15989.0,22,Private,20000.0,Van,no,0,5.0,Highly Urban/ Urban,4
43.0,12.0,77104.0,33,Private,27330.0,Sports Car,no,0,14.0,Highly Urban/ Urban,5
44.0,12.0,100046.0,38,Commercial,24300.0,Pickup,no,1,6.0,Highly Rural/ Rural,7
40.0,9.0,130051.0,23,Commercial,23470.0,Minivan,no,2,9.0,Highly Urban/ Urban,7
51.0,12.0,113158.0,18,Commercial,30690.0,Panel Truck,no,4,15.0,Highly Urban/ Urban,7
46.0,10.0,35678.0,73,Commercial,12610.0,SUV,no,0,8.0,Highly Urban/ Urban,8
57.0,12.0,100769.0,31,Private,11580.0,SUV,no,4,12.0,Highly Urban/ Urban,6
49.0,10.0,122192.0,32,Commercial,33960.0,Panel Truck,no,0,1.0,Highly Urban/ Urban,7
42.0,12.0,15307.0,53,Private,10880.0,Pickup,yes,2,8.0,Highly Rural/ Rural,6
51.0,11.0,51605.0,41,Private,15100.0,Minivan,yes,5,7.0,Highly Urban/ Urban,7
50.0,6.0,50621.0,32,Private,15860.0,SUV,no,3,1.0,Highly Urban/ Urban,6
39.0,13.0,77889.0,44,Commercial,9290.0,SUV,no,0,10.0,Highly Urban/ Urban,5
53.0,7.0,55869.0,10,Private,22920.0,Minivan,no,0,13.0,Highly Urban/ Urban,5
35.0,11.0,88117.0,55,Commercial,17400.0,Minivan,no,0,10.0,Highly Urban/ Urban,5
42.0,12.0,31093.0,9,Private,13550.0,Sports Car,no,2,5.0,Highly Urban/ Urban,5
47.0,6.0,64549.0,51,Private,14780.0,Minivan,no,3,10.0,Highly Urban/ Urban,5
63.0,13.0,65962.0,12,Private,14400.0,Sports Car,no,0,12.0,Highly Urban/ Urban,6
45.0,10.0,19802.0,42,Private,3480.0,Minivan,no,1,1.0,Highly Rural/ Rural,4
59.0,13.0,63969.0,42,Commercial,16210.0,Pickup,no,11,1.0,Highly Urban/ Urban,8
45.0,0.0,0.0,38,Private,7920.0,Sports Car,no,3,1.0,Highly Rural/ Rural,5
48.0,10.0,90174.0,52,Commercial,28090.0,Panel Truck,yes,3,16.0,Highly Urban/ Urban,9
46.0,9.0,98346.0,16,Private,17980.0,Van,no,1,27.0,Highly Urban/ Urban,7
54.0,12.0,102295.0,18,Private,14320.0,Minivan,no,0,15.0,Highly Urban/ Urban,5
41.0,13.0,39645.0,48,Private,20800.0,Sports Car,no,0,5.0,Highly Urban/ Urban,6
46.0,12.0,78804.0,54,Commercial,9380.0,Sports Car,no,0,1.0,Highly Urban/ Urban,6
49.0,8.0,57775.0,35,Private,15680.0,Minivan,no,0,10.0,Highly Urban/ Urban,5
51.0,14.0,117742.0,23,Private,1500.0,Minivan,yes,0,16.0,Highly Urban/ Urban,7
47.0,10.0,161627.0,23,Private,11240.0,SUV,no,1,21.0,Highly Urban/ Urban,8
35.0,0.0,0.0,29,Private,6140.0,Sports Car,no,0,1.0,Highly Urban/ Urban,4
35.0,9.0,103802.0,30,Private,34270.0,Pickup,no,0,17.0,Highly Urban/ Urban,8
34.0,14.0,34135.0,40,Private,21670.0,SUV,no,0,1.0,Highly Urban/ Urban,5
45.0,11.0,67095.0,56,Commercial,19420.0,Van,no,0,8.0,Highly Rural/ Rural,6
55.0,9.0,41159.0,28,Commercial,11120.0,Pickup,no,0,6.0,Highly Rural/ Rural,6
54.0,15.0,48466.0,41,Commercial,29490.0,Minivan,no,0,3.0,Highly Rural/ Rural,5
60.0,15.0,151225.0,46,Private,10560.0,Sports Car,no,3,13.0,Highly Urban/ Urban,7
48.0,14.0,115126.0,38,Private,30600.0,SUV,no,0,19.0,Highly Urban/ Urban,8
52.0,10.0,2680.0,53,Private,11380.0,Minivan,no,0,17.0,Highly Rural/ Rural,6
35.0,12.0,20986.0,37,Commercial,7100.0,Minivan,no,2,1.0,Highly Urban/ Urban,4
52.0,9.0,138004.0,10,Private,19630.0,Pickup,no,0,10.0,Highly Urban/ Urban,6
45.0,12.0,38639.0,98,Private,9500.0,Minivan,yes,0,9.0,Highly Rural/ Rural,6
36.0,9.0,69434.0,49,Private,3860.0,Minivan,yes,0,7.0,Highly Urban/ Urban,6
57.0,12.0,77686.0,27,Private,27020.0,Minivan,yes,3,1.0,Highly Urban/ Urban,6
33.0,14.0,52682.0,23,Private,10070.0,Minivan,no,4,1.0,Highly Urban/ Urban,5
49.0,13.0,17804.0,20,Commercial,33990.0,Panel Truck,no,0,6.0,Highly Rural/ Rural,6
45.0,6.0,75109.0,26,Private,15350.0,Minivan,yes,0,19.0,Highly Urban/ Urban,7
56.0,9.0,178807.0,53,Private,33140.0,Van,no,0,5.0,Highly Urban/ Urban,7
50.0,9.0,76515.0,25,Private,31330.0,Minivan,no,0,16.0,Highly Urban/ Urban,7
53.0,12.0,168489.0,32,Commercial,29020.0,Panel Truck,no,0,9.0,Highly Urban/ Urban,7
34.0,10.0,6362.0,36,Private,18830.0,SUV,no,1,1.0,Highly Rural/ Rural,5
41.0,0.0,0.0,50,Private,6200.0,Sports Car,no,0,5.0,Highly Rural/ Rural,5
42.0,11.0,59800.0,37,Private,11680.0,Pickup,yes,5,1.0,Highly Urban/ Urban,7
52.0,14.0,174389.0,28,Commercial,26740.0,Panel Truck,yes,0,15.0,Highly Urban/ Urban,6
36.0,12.0,19217.0,25,Private,8220.0,Sports Car,no,5,3.0,Highly Rural/ Rural,4
60.0,15.0,3005.0,5,Private,11640.0,SUV,no,0,1.0,Highly Urban/ Urban,5
29.0,0.0,0.0,42,Private,10860.0,SUV,no,0,1.0,Highly Urban/ Urban,5
60.0,12.0,19796.0,19,Private,21560.0,Pickup,no,5,1.0,Highly Urban/ Urban,6
30.0,0.0,0.0,46,Commercial,4500.0,Pickup,no,1,5.0,Highly Urban/ Urban,5
43.0,12.0,80746.0,11,Private,16760.0,Minivan,yes,1,1.0,Highly Urban/ Urban,5
50.0,13.0,68194.0,69,Commercial,13920.0,SUV,no,2,10.0,Highly Urban/ Urban,6
37.0,13.0,91450.0,47,Private,10650.0,Pickup,yes,3,1.0,Highly Urban/ Urban,6
61.0,10.0,145194.0,12,Private,10960.0,Sports Car,no,3,9.0,Highly Urban/ Urban,8
43.0,18.0,0.0,16,Commercial,10900.0,SUV,no,2,9.0,Highly Urban/ Urban,6
33.0,3.0,16502.0,31,Private,1500.0,SUV,no,2,7.0,Highly Rural/ Rural,5
52.0,11.0,56582.0,47,Private,21460.0,SUV,no,1,6.0,Highly Urban/ Urban,7
47.0,11.0,46812.0,36,Private,10880.0,Pickup,no,0,16.0,Highly Urban/ Urban,7
41.0,11.0,36445.0,23,Private,9200.0,Minivan,yes,1,1.0,Highly Urban/ Urban,4
46.0,11.0,97475.0,51,Private,21440.0,Sports Car,no,5,7.0,Highly Urban/ Urban,8
41.0,11.0,63989.0,41,Private,5600.0,SUV,no,0,11.0,Highly Urban/ Urban,5
46.0,16.0,46018.0,13,Private,16700.0,Minivan,no,0,12.0,Highly Urban/ Urban,4
24.0,8.0,57504.0,22,Private,17720.0,Van,yes,1,8.0,Highly Urban/ Urban,7
40.0,10.0,13719.0,32,Private,21320.0,SUV,no,1,7.0,Highly Rural/ Rural,5
37.0,13.0,141969.0,50,Private,19400.0,SUV,no,3,16.0,Highly Urban/ Urban,7
42.0,12.0,14006.0,23,Private,7760.0,Minivan,no,0,8.0,Highly Urban/ Urban,5
30.0,0.0,0.0,25,Commercial,4500.0,Pickup,yes,3,9.0,Highly Urban/ Urban,6
48.0,13.0,34351.0,29,Commercial,18090.0,Minivan,no,1,5.0,Highly Urban/ Urban,5
39.0,0.0,0.0,75,Private,11290.0,Minivan,no,2,7.0,Highly Urban/ Urban,6
43.0,10.0,27496.0,47,Commercial,35890.0,Panel Truck,yes,0,1.0,Highly Rural/ Rural,7
61.0,12.0,115440.0,11,Private,41250.0,Van,no,3,15.0,Highly Urban/ Urban,6
48.0,12.0,180128.0,16,Commercial,32110.0,Panel Truck,no,0,15.0,Highly Urban/ Urban,6
39.0,12.0,55246.0,9,Private,1500.0,Minivan,no,7,6.0,Highly Urban/ Urban,6
51.0,14.0,175219.0,22,Private,6600.0,SUV,no,0,15.0,Highly Urban/ Urban,5
36.0,12.0,51969.0,55,Private,1500.0,Minivan,yes,0,7.0,Highly Urban/ Urban,6
59.0,10.0,0.0,34,Commercial,11600.0,Minivan,no,0,1.0,Highly Urban/ Urban,6
37.0,12.0,49548.0,29,Private,7120.0,SUV,no,0,1.0,Highly Rural/ Rural,3
49.0,8.0,105594.0,17,Private,12920.0,SUV,no,3,1.0,Highly Urban/ Urban,6
39.0,8.0,74548.0,33,Private,18100.0,SUV,no,2,10.0,Highly Urban/ Urban,5
53.0,12.0,31205.0,27,Private,12080.0,Sports Car,no,0,6.0,Highly Urban/ Urban,6
48.0,12.0,42156.0,50,Private,11680.0,Minivan,no,0,8.0,Highly Rural/ Rural,5
36.0,0.0,0.0,35,Commercial,13440.0,Pickup,no,8,1.0,Highly Urban/ Urban,6
46.0,11.0,68126.0,52,Private,12910.0,SUV,no,3,6.0,Highly Urban/ Urban,7
29.0,0.0,0.0,44,Private,26670.0,Sports Car,no,4,1.0,Highly Rural/ Rural,5
57.0,11.0,93401.0,12,Commercial,28100.0,Pickup,no,5,13.0,Highly Urban/ Urban,6
40.0,0.0,0.0,30,Private,7890.0,SUV,no,0,1.0,Highly Urban/ Urban,4
26.0,0.0,0.0,42,Private,4100.0,SUV,no,6,8.0,Highly Urban/ Urban,6
51.0,12.0,82886.0,26,Private,21480.0,Sports Car,no,3,17.0,Highly Rural/ Rural,7
40.0,12.0,47456.0,36,Commercial,25920.0,Panel Truck,no,0,5.0,Highly Urban/ Urban,5
55.0,15.0,127075.0,41,Private,19450.0,Minivan,no,4,13.0,Highly Urban/ Urban,6
44.0,15.0,27069.0,80,Private,24910.0,Pickup,no,0,1.0,Highly Urban/ Urban,6
32.0,12.0,39144.0,34,Private,5410.0,SUV,no,5,1.0,Highly Urban/ Urban,4
36.0,13.0,8615.0,41,Private,20150.0,Minivan,no,0,6.0,Highly Rural/ Rural,5
54.0,13.0,0.0,24,Commercial,7880.0,Pickup,no,4,16.0,Highly Urban/ Urban,7
46.0,6.0,34508.0,14,Private,8430.0,SUV,no,1,6.0,Highly Rural/ Rural,5
41.0,15.0,126363.0,27,Private,18240.0,Van,yes,0,8.0,Highly Urban/ Urban,7
45.0,13.0,78432.0,25,Private,9590.0,SUV,no,0,1.0,Highly Urban/ Urban,5
51.0,13.0,74501.0,46,Private,26020.0,Sports Car,no,4,1.0,Highly Urban/ Urban,7
43.0,14.0,6162.0,32,Private,14350.0,Minivan,no,5,7.0,Highly Urban/ Urban,6
44.0,0.0,0.0,77,Private,9770.0,SUV,no,0,7.0,Highly Rural/ Rural,6
28.0,13.0,97231.0,56,Commercial,22200.0,SUV,no,3,11.0,Highly Rural/ Rural,5
61.0,11.0,61472.0,46,Private,17410.0,Sports Car,no,5,8.0,Highly Urban/ Urban,8
41.0,10.0,90991.0,43,Private,5600.0,Pickup,yes,4,1.0,Highly Urban/ Urban,7
42.0,11.0,69780.0,32,Private,22350.0,SUV,no,3,19.0,Highly Urban/ Urban,7
39.0,16.0,22626.0,46,Commercial,19950.0,Pickup,no,7,7.0,Highly Urban/ Urban,7
43.0,8.0,199866.0,33,Commercial,25510.0,Panel Truck,yes,1,15.0,Highly Urban/ Urban,7
34.0,14.0,51497.0,51,Private,15230.0,SUV,no,0,14.0,Highly Rural/ Rural,4
41.0,12.0,103461.0,35,Private,15950.0,Minivan,yes,3,20.0,Highly Urban/ Urban,7
53.0,14.0,64915.0,41,Private,21920.0,Van,yes,0,1.0,Highly Urban/ Urban,6
32.0,11.0,8824.0,60,Private,9280.0,SUV,no,1,8.0,Highly Urban/ Urban,5
38.0,6.0,0.0,52,Private,7340.0,SUV,no,0,1.0,Highly Urban/ Urban,5
51.0,11.0,91605.0,58,Private,15910.0,Minivan,yes,3,10.0,Highly Urban/ Urban,5
54.0,11.0,177842.0,50,Private,7000.0,Sports Car,no,1,24.0,Highly Urban/ Urban,8
50.0,12.0,73671.0,6,Private,22420.0,Minivan,no,0,15.0,Highly Urban/ Urban,4
46.0,14.0,23571.0,45,Commercial,11890.0,Pickup,yes,0,1.0,Highly Rural/ Rural,6
44.0,12.0,5069.0,37,Private,8060.0,SUV,no,1,1.0,Highly Urban/ Urban,5
48.0,14.0,20792.0,49,Private,13930.0,SUV,no,0,6.0,Highly Rural/ Rural,6
52.0,10.0,104067.0,33,Private,35760.0,SUV,no,0,18.0,Highly Urban/ Urban,8
34.0,14.0,58991.0,61,Commercial,5490.0,Pickup,no,0,1.0,Highly Urban/ Urban,5
49.0,11.0,89659.0,31,Private,1500.0,Minivan,yes,1,13.0,Highly Urban/ Urban,4
53.0,0.0,0.0,7,Private,20530.0,Minivan,no,3,17.0,Highly Urban/ Urban,6
39.0,0.0,0.0,35,Private,9460.0,SUV,no,0,1.0,Highly Urban/ Urban,4
51.0,7.0,141546.0,18,Commercial,29330.0,Panel Truck,yes,4,1.0,Highly Urban/ Urban,8
46.0,14.0,34705.0,50,Commercial,9570.0,Pickup,yes,0,7.0,Highly Urban/ Urban,7
35.0,8.0,47797.0,23,Private,1500.0,SUV,no,4,6.0,Highly Urban/ Urban,6
43.0,12.0,49021.0,49,Commercial,10700.0,Pickup,no,2,1.0,Highly Urban/ Urban,6
50.0,7.0,125583.0,41,Commercial,20730.0,Van,no,5,13.0,Highly Urban/ Urban,7
38.0,7.0,46947.0,13,Private,13990.0,SUV,no,0,1.0,Highly Rural/ Rural,4
39.0,12.0,24790.0,29,Private,8310.0,SUV,no,0,1.0,Highly Rural/ Rural,3
46.0,8.0,0.0,17,Private,18220.0,SUV,no,0,1.0,Highly Urban/ Urban,5
43.0,11.0,106059.0,44,Private,5800.0,SUV,no,4,1.0,Highly Urban/ Urban,6
47.0,8.0,0.0,18,Private,9570.0,Minivan,no,2,3.0,Highly Urban/ Urban,4
52.0,9.0,30776.0,25,Commercial,25530.0,Panel Truck,yes,0,5.0,Highly Urban/ Urban,6
53.0,11.0,12824.0,48,Commercial,16720.0,SUV,no,8,10.0,Highly Urban/ Urban,6
39.0,13.0,78477.0,26,Private,10170.0,SUV,no,1,11.0,Highly Urban/ Urban,4
38.0,0.0,0.0,40,Private,1630.0,Sports Car,no,7,6.0,Highly Urban/ Urban,7
